TRANSACTION_NO,ACCOUNT_NO,TRANSACTION_DATE,TRANSACTION_DETAILS,CHQ_NO,VALUE_DATE,WITHDRAWAL_AMT,DEPOSIT_AMT,BALANCE_AMT
365468,XXUO10952857907774,04-06-2022 09:26,RTGS,689745,13-08-2022 09:26,369248,130705,637125
357530,MAKF41105330892499,07-05-2022 21:02,NEFT,484597,13-06-2022 21:02,637337,997655,32775
643995,BKJO66947051777373,25-05-2022 19:23,RTGS,733949,29-05-2022 19:23,949214,617230,99320
362134,QGFW91692106726410,07-06-2022 22:09,RTGS,694047,17-06-2022 22:09,302785,683793,541506
357568,FUEX91767830981021,30-04-2022 01:18,IMPS,823772,01-05-2022 01:18,4626,437241,469465
347015,QMDM64730253171712,08-05-2022 08:32,RTGS,814432,18-06-2022 08:32,662827,602589,773180
155060,NJJL09049481677389,04-06-2022 08:30,Cheque,488499,28-06-2022 08:30,963879,52281,632790
479176,FABV23526429843231,25-05-2022 19:25,NEFT,342395,19-08-2022 19:25,520164,10457,258043
765719,JKQU01777459962833,22-04-2022 09:18,IMPS,546976,28-06-2022 09:18,349956,457151,732448
612438,ZGRZ76201258750632,06-04-2022 15:42,NEFT,835198,24-05-2022 15:42,199774,776036,631702
86816,YIFS59626472986090,24-05-2022 17:24,Other,156859,16-06-2022 17:24,731444,161649,963885
156221,XOZE98240382209411,24-04-2022 23:47,Other,194930,04-06-2022 23:47,146882,537795,667013
953817,TJPI42931223050353,24-05-2022 22:55,RTGS,18405,17-08-2022 22:55,380543,581842,226812
444976,HOVM70710194613910,09-06-2022 10:28,IMPS,923708,17-08-2022 10:28,548468,505769,987933
255595,HLBN07975603732852,09-04-2022 11:00,RTGS,682997,05-06-2022 11:00,114948,189077,86554
28890,TDJB93081247846423,27-05-2022 15:40,Cheque,23395,31-05-2022 15:40,146871,264540,900781
61296,KXCG77205311500892,05-04-2022 08:15,Cheque,520279,30-04-2022 08:15,974001,999260,43880
153956,XPJW24421296058782,08-05-2022 02:08,Other,688693,07-06-2022 02:08,368695,165007,545312
543219,NQRT52972163898596,28-04-2022 12:12,NEFT,263962,27-07-2022 12:12,658399,202228,831096
372155,JPYF13642414651494,03-05-2022 02:43,NEFT,56584,27-05-2022 02:43,649678,577373,524013
356433,YIEY75272861973602,12-05-2022 09:20,NEFT,451026,15-06-2022 09:20,80204,410493,293944
639452,IEAZ99187821415858,11-05-2022 03:53,IMPS,858919,16-06-2022 03:53,155984,513499,268657
798021,MINH72708124380941,20-06-2022 02:48,Other,265755,01-07-2022 02:48,375815,185357,637484
355409,RECI53659898587420,12-05-2022 19:52,NEFT,47333,11-08-2022 19:52,473302,692619,986354
716585,CTUC94051836013676,07-04-2022 14:56,RTGS,459815,13-04-2022 14:56,220825,241041,493546
297669,YZDU40631603392220,17-04-2022 05:45,Cheque,344745,09-05-2022 05:45,824815,609253,891910
224158,LPUE43741220796454,03-06-2022 03:34,Cheque,991614,16-08-2022 03:34,264409,185856,667352
996953,KASK31901391640650,17-04-2022 03:06,IMPS,469440,15-06-2022 03:06,984655,997461,548354
728035,JFND83075656895772,06-05-2022 16:39,RTGS,269348,22-07-2022 16:39,145570,676035,955008
956091,ZAEK14677334546255,07-04-2022 13:40,Other,651071,10-05-2022 13:40,296285,991345,468953
496762,HRCZ34337621140368,16-05-2022 04:12,RTGS,640120,22-06-2022 04:12,869778,844423,241512
472783,YQBK95551444402836,26-04-2022 23:05,IMPS,652897,20-07-2022 23:05,496976,436289,676820
625460,UZKU71153635079416,03-06-2022 22:48,Cheque,149376,06-08-2022 22:48,370302,913858,198262
652158,YMAC87902679654153,25-05-2022 02:29,RTGS,584812,26-06-2022 02:29,80911,208431,37801
436669,ZZLH75230314166012,10-04-2022 23:09,IMPS,550605,29-06-2022 23:09,639554,51674,383025
704552,NBJG99073780955405,04-05-2022 03:46,NEFT,990091,12-05-2022 03:46,745702,551046,320330
144698,QUHL14248667709474,29-05-2022 16:55,RTGS,163382,30-07-2022 16:55,529931,580726,104684
722660,AFLG41243645724592,28-04-2022 14:42,NEFT,440162,26-06-2022 14:42,250735,276768,311175
220940,KVAI97006864504984,17-06-2022 15:27,Cheque,852447,13-08-2022 15:27,710452,346199,373578
830089,BVSN85303621904936,14-04-2022 11:17,Cheque,678350,06-06-2022 11:17,956848,595211,398851
171503,SMJH38266301595427,10-04-2022 16:14,Other,606162,11-05-2022 16:14,26383,958616,552999
166941,VLPV16367436575053,06-04-2022 12:55,Cheque,241318,10-05-2022 12:55,315273,40304,838515
650745,BYUH44985772488880,08-05-2022 12:32,Other,804227,20-06-2022 12:32,509822,580161,795832
709139,BPLN24453677422699,15-04-2022 15:02,Cheque,700014,19-07-2022 15:02,917608,416335,144875
168401,NCSL91054246584149,18-04-2022 01:51,IMPS,163437,01-06-2022 01:51,649779,135890,893675
580932,NMVJ64189611937371,18-06-2022 16:06,Other,183101,23-09-2022 16:06,725470,25377,198909
831675,GGAH79914746800787,29-04-2022 22:04,Other,194621,08-05-2022 22:04,32804,684175,649322
259643,YLNY64616214924764,09-05-2022 09:56,NEFT,172723,17-06-2022 09:56,782677,539347,25503
909031,MAKF41105330892499,29-04-2022 20:16,NEFT,172880,13-07-2022 20:16,195290,978930,360192
400212,ZUIC83439115757264,29-05-2022 16:38,Cheque,87930,01-06-2022 16:38,229024,328122,174190
931847,ARFH93175895518936,17-06-2022 22:09,Other,617795,21-07-2022 22:09,56923,746032,841565
376488,PKKF29874032946459,18-06-2022 08:37,Cheque,802580,16-08-2022 08:37,665880,130918,750625
126855,ZAZN07399371740075,11-06-2022 19:42,NEFT,812251,01-08-2022 19:42,982797,715520,983163
659208,YMPZ27213479852915,30-05-2022 11:53,Other,475190,05-07-2022 11:53,252860,131040,648036
541838,DDKT42730921800144,13-04-2022 19:58,NEFT,924915,26-06-2022 19:58,314449,510777,397511
140895,TGBU23224853501658,07-04-2022 12:58,IMPS,302131,02-06-2022 12:58,447246,932413,87854
425956,UIES53392301542563,03-05-2022 12:01,Other,280540,07-06-2022 12:01,326764,11525,494324
563300,BIMT42219828684248,07-05-2022 20:56,Cheque,480796,26-06-2022 20:56,829790,594281,386387
312747,DBQG48226632324809,28-04-2022 20:03,RTGS,951349,01-05-2022 20:03,908752,159561,845649
174672,UACA58285567409810,17-06-2022 23:17,IMPS,821870,21-06-2022 23:17,253980,155402,880125
805149,NUQW16322088618168,11-05-2022 03:32,Cheque,598857,05-07-2022 03:32,187891,206015,430478
674380,XSNH14574122466152,18-04-2022 08:12,RTGS,225131,22-06-2022 08:12,894904,951977,376062
809180,OJFS69575748992073,04-06-2022 21:31,IMPS,133464,08-09-2022 21:31,267734,67432,731126
835435,RWFX01803103523507,15-04-2022 07:11,NEFT,941454,20-04-2022 07:11,171169,944208,900863
36640,GDSH43481024174680,18-06-2022 19:19,RTGS,895929,29-07-2022 19:19,204944,377483,778888
376273,ZKSH15382303007542,06-04-2022 07:24,RTGS,544585,16-05-2022 07:24,245789,435367,190801
131546,UUVG63088140286550,15-04-2022 08:32,RTGS,632485,18-06-2022 08:32,742809,522707,848468
36019,LQEN52479251206171,15-06-2022 14:04,NEFT,979479,10-08-2022 14:04,621642,960558,13363
86358,FDUL91640987524253,04-06-2022 06:13,NEFT,195221,26-08-2022 06:13,950720,148659,719763
578205,LAEY99158992942008,10-06-2022 07:27,NEFT,619926,15-07-2022 07:27,657870,307648,575935
50922,VSGJ70983039015698,02-05-2022 19:00,Other,720271,08-06-2022 19:00,614488,890682,877236
581974,ZTCP23384868220988,06-05-2022 21:57,IMPS,737975,21-06-2022 21:57,35089,305778,388094
566041,URET36892075408375,16-05-2022 06:04,Cheque,998672,29-06-2022 06:04,877461,494120,706437
334557,FFQA40127672735806,21-05-2022 06:21,Cheque,462978,29-07-2022 06:21,272323,393181,906016
6329,JIEM14334229350159,17-04-2022 20:08,NEFT,995626,06-07-2022 20:08,506890,808251,166491
860525,HJWA21737619358784,14-05-2022 19:08,NEFT,476956,30-06-2022 19:08,139263,206142,790596
262655,AQPO00647708210245,12-05-2022 00:36,RTGS,928691,13-06-2022 00:36,310615,292048,174503
899523,WSOU84185361406034,27-04-2022 19:25,NEFT,999401,23-05-2022 19:25,43844,406898,283197
927940,MEIG99564418622850,08-06-2022 23:43,Other,554432,03-07-2022 23:43,987015,887000,536520
481092,BJCX62262311365477,17-05-2022 17:09,Cheque,323458,06-06-2022 17:09,994784,568272,159507
122967,WRVM73908866387045,13-05-2022 07:33,NEFT,839639,18-05-2022 07:33,495237,66229,372294
391866,TDEX53952358314524,22-05-2022 07:16,NEFT,659277,10-07-2022 07:16,28041,402631,714030
624559,FGON92444495557506,15-06-2022 04:19,NEFT,931376,11-07-2022 04:19,520081,145305,513593
336787,UBYW37426403968321,04-06-2022 08:57,Other,999954,01-07-2022 08:57,351000,647329,584495
366783,GDHG57212584153216,26-04-2022 04:00,IMPS,450032,15-07-2022 04:00,998235,781339,832953
821816,AUOY29950255436587,17-05-2022 12:50,IMPS,904191,05-08-2022 12:50,522462,42541,575819
942740,NJJL09049481677389,20-05-2022 08:11,RTGS,895056,30-07-2022 08:11,70478,500073,213418
737276,WDXA68792212750030,15-06-2022 13:58,Cheque,731545,14-09-2022 13:58,910475,636037,290734
319923,PFGL63848360483868,16-06-2022 11:24,Cheque,863715,07-07-2022 11:24,711711,993256,983925
745917,ASWR17889664307959,05-05-2022 10:56,NEFT,894691,07-07-2022 10:56,904042,529777,672101
996710,HSCL75176809036436,16-06-2022 05:14,IMPS,415105,25-08-2022 05:14,481539,870017,238423
226435,TLWT05422074682049,20-05-2022 21:27,IMPS,179940,21-06-2022 21:27,292533,627971,486600
424402,KDXB51403820148803,07-04-2022 16:41,NEFT,808132,26-04-2022 16:41,383066,497972,771679
357468,KALZ15223119893441,01-05-2022 08:12,RTGS,790388,04-06-2022 08:12,668763,187579,87142
426973,HQHB94133373890652,05-04-2022 11:53,IMPS,743422,06-06-2022 11:53,490004,850248,305094
157061,QZNC42108740923227,07-04-2022 16:14,IMPS,491931,29-06-2022 16:14,898244,432227,140626
81219,HFFV17526969639078,17-06-2022 23:59,RTGS,806079,17-07-2022 23:59,832322,854692,332830
175027,DSJY61110558804780,18-05-2022 02:13,Cheque,561129,30-05-2022 02:13,119783,695841,82565
783656,NXLP11177346114713,17-06-2022 10:03,NEFT,791959,07-07-2022 10:03,82738,775373,877466
321695,LFCA54767079789623,21-05-2022 03:03,IMPS,921389,18-08-2022 03:03,635638,778316,412640
313906,FEEF49977327006536,05-04-2022 09:07,Cheque,793175,15-04-2022 09:07,706352,462615,874040
643477,RJDL05965910780491,18-06-2022 10:57,NEFT,362342,16-07-2022 10:57,33757,199040,636677
450667,LEMH09590585889676,30-04-2022 03:10,RTGS,691359,07-08-2022 03:10,703271,715102,870561
322989,TPJZ39922848887509,06-06-2022 23:09,Cheque,566490,07-08-2022 23:09,594093,368454,785373
345982,LPVS54294939307685,06-05-2022 07:35,Cheque,340703,21-06-2022 07:35,80245,337216,428495
597240,XGWW18678460932777,14-06-2022 09:07,NEFT,419880,19-06-2022 09:07,427666,756560,163508
189724,FEUV43173135013347,03-06-2022 09:05,NEFT,272577,12-06-2022 09:05,529344,364630,6060
789357,RUXM01123854950132,13-05-2022 04:14,NEFT,493312,17-05-2022 04:14,767369,518762,690985
733020,RQYG42742736310426,29-04-2022 14:23,RTGS,675119,14-06-2022 14:23,357560,503043,175558
215864,MYHX52698414408178,06-05-2022 20:10,Other,684547,12-07-2022 20:10,828294,789494,64546
493369,NTGK53869142523304,14-04-2022 23:15,RTGS,622294,18-04-2022 23:15,113369,349757,517641
655555,NTGK53869142523304,16-06-2022 01:42,IMPS,264524,10-09-2022 01:42,160534,553040,585067
134066,EQXB83092368026992,08-06-2022 02:31,Cheque,120489,22-08-2022 02:31,255017,255716,740264
992327,YHMJ03903106422688,17-06-2022 12:33,Other,880432,17-07-2022 12:33,292582,656576,329812
925345,FEEF49977327006536,21-04-2022 10:59,Other,991089,13-07-2022 10:59,890327,882773,756174
804387,GPQE95524946067213,03-06-2022 18:13,Other,598683,17-07-2022 18:13,548102,874618,689897
855052,BSGK03799586941833,06-06-2022 03:01,NEFT,505312,14-07-2022 03:01,481310,290830,532609
474258,EUHC60649359869152,26-04-2022 23:01,Other,48898,12-05-2022 23:01,646107,622092,710410
488051,KTPE06526149353536,03-05-2022 05:36,Cheque,41783,18-06-2022 05:36,947363,787128,895435
357586,LMHS92172338056555,03-04-2022 08:51,IMPS,423889,08-06-2022 08:51,396460,811131,507023
151598,FPHW69340616589522,11-06-2022 07:34,IMPS,628032,10-09-2022 07:34,385297,944485,982877
294510,CNSG32169614876340,04-06-2022 05:41,Cheque,327818,15-07-2022 05:41,310835,164131,204715
615491,FNVQ79261250551015,15-04-2022 15:18,NEFT,794795,07-07-2022 15:18,510196,160183,205964
102188,SDMI10700522134035,21-05-2022 10:23,IMPS,45663,22-07-2022 10:23,945858,140336,303772
137676,CZFQ37060542871948,27-04-2022 11:00,Cheque,776266,23-06-2022 11:00,767767,570677,515473
490742,LJFS60123624876948,07-06-2022 16:10,NEFT,673611,02-09-2022 16:10,774685,926408,271752
418311,RJDL05965910780491,07-05-2022 14:45,NEFT,869290,08-08-2022 14:45,580509,140939,23304
647223,GEZB57583068698459,21-04-2022 13:20,RTGS,634106,16-07-2022 13:20,415366,686262,901133
926233,HITT19609488635587,06-06-2022 05:25,Cheque,546481,07-09-2022 05:25,769198,188601,153582
579427,ODKF40456252253102,05-05-2022 14:06,IMPS,212812,05-08-2022 14:06,328164,121357,101984
365147,IGTZ34833732285889,14-05-2022 22:27,Cheque,95264,02-07-2022 22:27,891981,702910,490657
639669,METH69770043584433,23-04-2022 21:43,RTGS,378714,28-04-2022 21:43,175269,709553,526678
313555,ZZLC52334015405380,06-05-2022 19:06,Cheque,343546,14-05-2022 19:06,764494,46471,62722
184227,BFWX75814987389203,22-04-2022 11:10,RTGS,380941,23-06-2022 11:10,479387,995801,370456
71782,LVUJ52506933088204,30-04-2022 09:55,Other,474517,30-06-2022 09:55,31812,445952,997526
701860,JZKL32085396141760,23-04-2022 01:35,IMPS,716711,01-07-2022 01:35,438507,779099,128541
274616,KPKL08926655770575,08-06-2022 20:22,IMPS,585899,24-07-2022 20:22,86938,318663,246814
357268,ZPMH42635349749067,21-04-2022 13:34,NEFT,34364,21-07-2022 13:34,553171,370809,9180
338037,IHEE69495121241325,12-04-2022 00:48,NEFT,470410,01-05-2022 00:48,322048,832368,196425
754834,PJGA90007919940605,26-05-2022 08:38,NEFT,361485,21-06-2022 08:38,593940,568529,351688
732368,DZXC78955207054354,18-05-2022 05:21,NEFT,618021,22-06-2022 05:21,536323,478428,363360
16630,SZHJ79482072170191,12-05-2022 14:25,IMPS,780221,25-07-2022 14:25,953606,184248,12887
246211,PRXH35664951563229,18-06-2022 17:53,IMPS,642651,03-07-2022 17:53,530858,503326,232308
33471,CBYM76427899709630,12-05-2022 10:41,RTGS,381559,17-05-2022 10:41,114720,60704,30818
320981,ZWTG09300507663789,23-05-2022 23:44,NEFT,875038,06-07-2022 23:44,711777,495328,951081
308847,JLDH64283108684136,21-05-2022 04:07,Other,331494,01-08-2022 04:07,564500,2903,726222
780935,AOKD95854610082269,13-05-2022 02:57,IMPS,455545,16-05-2022 02:57,421623,110041,189280
173582,LWBN25454178420944,02-05-2022 13:11,NEFT,899334,23-06-2022 13:11,58416,750179,366402
234005,ZBWD48725561637601,04-04-2022 12:32,Cheque,957221,06-05-2022 12:32,723633,19810,135440
479080,VFXM39310971901434,12-06-2022 15:23,Cheque,745635,12-07-2022 15:23,271268,408718,658106
638569,QHPD31998478394272,22-04-2022 21:27,RTGS,376137,06-07-2022 21:27,878234,43121,750826
754041,HOVY91063961617891,03-05-2022 07:32,Other,907479,21-07-2022 07:32,304981,676886,807137
829337,QDYP05746010816811,20-06-2022 20:33,IMPS,625815,29-06-2022 20:33,805010,20186,397725
918792,GDHB43815946513611,26-05-2022 22:11,Cheque,498811,30-07-2022 22:11,622232,990538,996089
771994,FFEM41901505268428,02-05-2022 10:22,Other,789466,11-07-2022 10:22,575565,886659,489514
488717,CYFJ83312735977029,29-05-2022 01:50,RTGS,675293,07-07-2022 01:50,815249,153081,506704
391946,VNGP56791623037769,26-04-2022 19:12,Cheque,75468,04-07-2022 19:12,654904,874235,145635
653661,UXGH84860660987020,15-04-2022 23:56,IMPS,425583,13-06-2022 23:56,774264,186711,513082
359298,GPVN61299314623725,04-05-2022 01:23,Cheque,278196,18-07-2022 01:23,512053,491319,642478
367222,GSSU45162720071721,21-05-2022 21:50,Other,467536,02-07-2022 21:50,88354,412859,344652
206488,AMIT21098259069914,16-05-2022 02:48,RTGS,144532,02-06-2022 02:48,439776,948851,413285
647269,SECK52299230002347,30-05-2022 02:19,IMPS,926343,01-08-2022 02:19,263942,647341,597607
698372,SRMW91794998515438,18-04-2022 01:44,Other,825299,20-04-2022 01:44,162852,786740,919785
804489,ASPQ30375581468921,19-06-2022 23:19,IMPS,279987,25-08-2022 23:19,967652,684295,228311
51571,UDQM15510544866841,31-05-2022 16:54,RTGS,431182,09-06-2022 16:54,691887,288309,649547
394807,BQVK64205640392364,30-04-2022 15:59,NEFT,285797,16-07-2022 15:59,678813,697324,556015
824821,EHST58164970686511,10-05-2022 08:27,NEFT,98247,20-06-2022 08:27,32802,415120,463794
456880,XCDS33948990381410,28-05-2022 14:10,RTGS,252640,25-06-2022 14:10,999221,575083,27129
108977,VNYJ89510793143526,05-05-2022 18:23,Other,413948,01-08-2022 18:23,285266,570201,789503
523348,GXSH32295775732099,04-06-2022 06:26,NEFT,47766,03-08-2022 06:26,297843,483933,110218
472773,BUIJ11917856845150,29-05-2022 15:53,Other,254398,05-08-2022 15:53,602512,80320,841356
349374,NNJY57786612920711,20-04-2022 11:28,Other,458518,23-05-2022 11:28,634371,841427,430538
234538,DPVV90345941094417,20-05-2022 17:13,Cheque,269349,16-06-2022 17:13,694370,397867,542481
79596,XOZE98240382209411,17-04-2022 10:51,RTGS,342645,18-06-2022 10:51,315749,751727,870097
722141,CSIO10815185053997,17-05-2022 09:42,IMPS,334348,29-06-2022 09:42,154829,212929,810121
838304,VSJM50807702703984,21-05-2022 18:31,NEFT,834357,31-05-2022 18:31,658807,366413,230624
804086,COZJ76236063230171,10-05-2022 04:57,Other,253182,14-06-2022 04:57,535279,376019,272542
411583,CQXE53264570445007,12-04-2022 17:44,NEFT,582558,10-07-2022 17:44,35085,753222,257401
76897,PTER71136575574722,18-05-2022 11:57,Other,940656,12-08-2022 11:57,320069,875526,264645
348763,DNNX47208850429171,08-04-2022 00:40,Cheque,642352,15-04-2022 00:40,427923,216208,946610
206342,TIDY07828976329958,29-05-2022 22:56,NEFT,621825,28-06-2022 22:56,911923,716444,255883
225834,TSTM79014758128340,18-06-2022 12:40,NEFT,271582,14-09-2022 12:40,491659,347141,262106
36755,IGSE89463124686319,07-04-2022 01:25,Other,989442,06-05-2022 01:25,47186,636496,93812
399417,FQBA56981405864317,04-04-2022 18:15,Cheque,97128,12-04-2022 18:15,148944,267057,504244
115856,UHPY70342814596602,14-04-2022 01:16,Cheque,670294,09-07-2022 01:16,98574,715694,854930
711330,XYZV95865493379306,30-04-2022 02:33,Other,209693,06-06-2022 02:33,778134,788978,90025
695263,ABCK72902511543829,26-04-2022 09:44,NEFT,278302,27-05-2022 09:44,325492,511305,62695
684481,HGGE98370444569092,05-05-2022 17:17,Other,90589,05-08-2022 17:17,196043,377649,897388
234941,TPJZ39922848887509,19-06-2022 19:23,NEFT,825852,20-08-2022 19:23,39944,377733,169345
222191,DFIL66324044177145,21-05-2022 15:22,RTGS,354525,06-07-2022 15:22,4757,277097,224853
489106,TJDM61502253720312,02-06-2022 09:04,RTGS,864734,04-07-2022 09:04,928201,387597,211910
196489,AWRQ34752038376490,02-06-2022 17:19,RTGS,394409,22-06-2022 17:19,660088,892207,668110
516064,MMLQ90638085685658,21-04-2022 10:10,NEFT,619191,26-05-2022 10:10,529177,221367,201585
399248,DNIE56951983234666,22-05-2022 00:49,RTGS,831408,23-07-2022 00:49,228987,815050,665168
473099,YHDG20120451567172,25-05-2022 04:50,Other,946623,14-07-2022 04:50,23909,118456,491850
682474,ODBS41642543382089,26-04-2022 10:10,Cheque,615384,20-06-2022 10:10,998522,471693,389980
662659,KWCO20086385255422,02-05-2022 19:36,Cheque,7915,10-08-2022 19:36,687319,637397,2022
283874,XNCM67779220831988,19-06-2022 05:48,Other,184224,25-09-2022 05:48,332195,710194,411675
453825,TOJI16479436985757,13-06-2022 03:29,Cheque,622652,24-06-2022 03:29,934243,309389,729527
159932,CDQU49597165301297,02-06-2022 23:54,NEFT,903779,26-06-2022 23:54,201419,481001,512664
865110,QHXD31568507503072,16-04-2022 13:50,Cheque,417997,06-07-2022 13:50,761318,144956,420612
421678,PKFB61988495219929,15-05-2022 00:12,NEFT,169556,05-08-2022 00:12,626720,263303,569961
193902,RCAH81516000245489,25-05-2022 06:39,Other,732860,28-07-2022 06:39,349721,959001,358019
518437,ZCXC38593329052094,15-04-2022 03:21,IMPS,666616,16-07-2022 03:21,327240,336164,406491
153997,YCLQ24674163920204,13-05-2022 20:00,IMPS,372383,08-07-2022 20:00,149086,140789,760516
691520,XSXW82101521566248,23-04-2022 11:44,IMPS,3269,11-05-2022 11:44,23499,454739,467783
695615,WLKC69206307760877,03-06-2022 19:26,Other,896639,05-08-2022 19:26,913068,725937,434047
106950,GOBH12583526560329,18-05-2022 04:04,NEFT,695479,02-06-2022 04:04,993460,503993,249216
19691,TDEX53952358314524,03-04-2022 12:52,NEFT,968439,23-05-2022 12:52,683629,76091,230123
955289,TPJZ39922848887509,02-05-2022 23:54,IMPS,773736,05-07-2022 23:54,330757,351350,175737
973403,OJFS69575748992073,24-04-2022 18:47,Other,110679,04-06-2022 18:47,167003,77639,14533
